FEATURE_ID	FEATURE_NAME	FEATURE_CLASS	STATE_ALPHA	STATE_NUMERIC	COUNTY_NAME	COUNTY_NUMERIC	PRIMARY_LAT_DMS	PRIM_LONG_DMS	PRIM_LAT_DEC	PRIM_LONG_DEC	SOURCE_LAT_DMS	SOURCE_LONG_DMS	SOURCE_LAT_DEC	SOURCE_LONG_DEC	ELEV_IN_M	ELEV_IN_FT	MAP_NAME	DATE_CREATED	DATE_EDITED
53407	Pine Branch	Stream	AR	5	Ouachita	103	333818N	0930525W	33.6384461	-93.0901664	333707N	0930522W	33.6187246	-93.0893331	62	203	Chidester	4/30/1980	
544785	West De Quincy Oil Field	Oilfield	LA	22	Beauregard	11	302531N	0933143W	30.4252011	-93.5284982			NA	NA	22	72	Clark Hollow	9/1/1992	
1124908	Oak Grove Elementary School	School	OR	41	Jackson	29	421927N	1225435W	42.3241667	-122.9097222			NA	NA	428	1404	Medford West	11/28/1980	6/30/2008
493951	Hazel Creek Church	Church	KY	21	Muhlenberg	177	370854N	0870242W	37.1483766	-87.0449965			NA	NA	168	551	Drakesboro	9/20/1979	
690614	Second Baptist Cemetery	Cemetery	MS	28	Sunflower	133	335751N	0902717W	33.9642794	-90.4548154			NA	NA	43	141	Rome	12/1/2003	
376613	Anderson Creek	Stream	ID	16	Adams	3	443130N	1161442W	44.5248884	-116.244862	443637N	1161107W	44.6102778	-116.1852778	1341	4400	Cold Spring Ridge	6/21/1979	
920133	Kingdom Hall of Jehovah Witness	Church	NM	35	Doña Ana	13	320014N	1063621W	32.0039897	-106.6058257			NA	NA	1159	3802	Anthony	8/1/1993	
1071530	Dayton-Campbell Historic District	Park	OH	39	Butler	17	392356N	0843303W	39.3989454	-84.5507796			NA	NA	180	591	Hamilton	6/1/1992	
563448	Canaan Dam	Dam	ME	23	Washington	29	445800N	0674630W	44.96667	-67.77504			NA	NA	67	220	Tug Mountain	9/30/1980	4/30/2010
169066	Mamie Post Office (historical)	Post Office	AL	1	Montgomery	101	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	2/1/1991	
1079118	Robins Ridge Golf Club Lake Number One	Reservoir	OH	39	Guernsey	59	395618N	0812625W	39.9384373	-81.4401778			NA	NA	262	860	Senecaville	11/1/1991	6/24/2011
988084	Lake Swamp	Swamp	NC	37	Columbus	47	341512N	0782914W	34.2532237	-78.4872312			NA	NA	13	43	Lake Waccamaw East	6/17/1980	
651944	Shell Lake	Lake	MN	27	Beltrami	7	474854N	0950504W	47.8150184	-95.0844497			NA	NA	387	1270	Red Lake	1/11/1980	6/22/2011
164072	Lime Spring Branch	Stream	AL	1	Butler	13	315302N	0862741W	31.8837629	-86.4613589	315420N	0862847W	31.9055556	-86.4797222	101	331	Danielsville	9/4/1980	
981947	Broad Mouth Branch	Stream	NC	37	Randolph	151	353953N	0793721W	35.6645834	-79.6225267	354032N	0793541W	35.6755556	-79.5947222	123	404	Coleridge	6/17/1980	
614431	Gull Island	Island	MA	25	Plymouth	23	414636N	0705148W	41.7767695	-70.8633719			NA	NA	16	52	Snipatuit Pond	2/24/1974	
631855	McCoy School	School	MI	26	Otsego	137	450006N	0843822W	45.001679	-84.6394723			NA	NA	394	1293	Gaylord	4/14/1980	
492514	Freemont School	School	KY	21	McCracken	145	365744N	0883631W	36.9622789	-88.6086593			NA	NA	129	423	Symsonia	9/20/1979	
553910	Cartwright Baptist Church	Church	LA	22	Jackson	49	322802N	0922719W	32.4670938	-92.4551439			NA	NA	58	190	Eros	6/4/1980	4/5/2007
149561	Coffey Cemetery	Cemetery	AL	1	Jackson	71	344855N	0855443W	34.8153605	-85.9119221			NA	NA	196	643	Wannville	12/1/2003	
392182	Tincup Spring	Spring	ID	16	Lemhi	59	453016N	1140600W	45.5045537	-114.0998959			NA	NA	2260	7415	Allan Mountain	6/21/1979	1/4/2012
605969	Whaling Museum	Building	MA	25	Bristol	5	413808N	0705521W	41.6356598	-70.9225381			NA	NA	6	20	New Bedford North	8/27/2002	
888265	Deep Sand Well	Locale	NM	35	Chaves	5	334802N	1035019W	33.8006453	-103.8385727			NA	NA	1320	4331	Kenna	11/13/1980	
169355	Brush Creek Trail	Trail	CO	8	Mesa	77	392137N	1074950W	39.3602573	-107.8306203			NA	NA	2801	9190	South Mamm Peak	5/1/1991	
251432	Whale Rock	Island	CA	6	Los Angeles	37	332557N	1183338W	33.4325267	-118.5606371			NA	NA	0	0	Santa Catalina West	1/19/1981	
897642	Arroyo Hondo	Stream	NM	35	San Miguel	47	352953N	1042716W	35.498101	-104.4544275	352952N	1043221W	35.4978232	-104.5391519	1452	4764	Variadero	11/13/1980	
252320	Montclair	Populated Place	CA	6	San Bernardino	71	340439N	1174123W	34.0775104	-117.6897776			NA	NA	325	1066	Ontario	7/1/1989	3/21/2008
59330	White Lake Cemetery	Cemetery	AR	5	Woodruff	147	352411N	0911716W	35.4031391	-91.2879052			NA	NA	69	226	Augusta NE	9/1/1991	
584609	Glebe Bay	Bay	MD	24	Anne Arundel	3	385555N	0763223W	38.9320573	-76.5396833			NA	NA	0	0	South River	9/12/1979	
980861	Beaverdam Swamp	Stream	NC	37	Brunswick	19	335622N	0780531W	33.9393402	-78.0919369	335818N	0780501W	33.9716667	-78.0836111	1	3	Southport	6/17/1980	
934179	Holy Cross School	School	NM	35	Santa Fe	49	355932N	1060250W	35.9922457	-106.0472452			NA	NA	1726	5663	Espanola	9/1/1992	
777824	Twelvemile Coulee	Valley	MT	30	Liberty	51	482243N	1105651W	48.3785952	-110.9474668	482401N	1110050W	48.4002627	-111.0138603	896	2940	Poverty Coulee	4/4/1980	
873720	Town of Shelburne	Civil	NH	33	Coos	7	442323N	0710515W	44.3896127	-71.0875432			NA	NA	387	1270	Shelburne	9/1/1995	1/26/2013
150201	Downer Cemetery	Cemetery	AL	1	DeKalb	49	342137N	0855114W	34.3603684	-85.8538593			NA	NA	292	958	Portersville	9/4/1980	
1060074	Perry Park	Park	OH	39	Franklin	49	400600N	0830311W	40.1000632	-83.0529635			NA	NA	260	853	Northwest Columbus	7/1/1991	
29783	Hassayampa Lake	Reservoir	AZ	4	Yavapai	25	342545N	1122535W	34.4291925	-112.4262792			NA	NA	2033	6670	Groom Creek	2/8/1980	
346532	Dublin Mall Shopping Center	Locale	GA	13	Laurens	175	323235N	0825701W	32.5429449	-82.9501444			NA	NA	77	253	Dublin	6/1/1994	
778845	Middle Fork Sun Creek	Stream	MT	30	Madison	57	445520N	1113345W	44.9221474	-111.5624645	445609N	1112803W	44.9357596	-111.4674608	1939	6361	Bad Luck Creek	4/4/1980	6/12/2008
1101856	Stephens County	Civil	OK	40	Stephens	137	342908N	0975105W	34.4855926	-97.8514843			NA	NA	339	1112	Harrisburg	2/1/1993	1/8/2013
151974	Lacon	Populated Place	AL	1	Morgan	103	342005N	0865412W	34.334819	-86.9033379			NA	NA	182	597	Falkville	9/4/1980	
113890	Bellingrath Junior High School	School	AL	1	Montgomery	101	322042N	0861832W	32.3448613	-86.3088578			NA	NA	68	223	Montgomery South	9/4/1980	
608178	Franklin Hill	Summit	MA	25	Franklin	11	424332N	0724137W	42.7256389	-72.6937037			NA	NA	374	1227	Colrain	2/24/1974	
600462	Ipswich Junior High School	School	MA	25	Essex	9	424046N	0704958W	42.6795379	-70.8328276			NA	NA	11	36	Ipswich	8/27/2002	
654631	Carnelian Junction	Populated Place	MN	27	Washington	163	450729N	0924949W	45.124689	-92.8302099			NA	NA	293	961	Stillwater	1/11/1980	
964003	Saint Matthias School	School	NY	36	Queens	81	404208N	0735409W	40.702325	-73.9026367			NA	NA	26	85	Brooklyn	1/23/1980	
953894	George A Jackson School	School	NY	36	Nassau	59	404731N	0733142W	40.79194	-73.52833			NA	NA	53	174	Hicksville	1/23/1980	
856320	Morris Shaft	Mine	NV	32	White Pine	33	391536N	1150115W	39.2599384	-115.0208559			NA	NA	2183	7162	Riepetown	12/12/1980	
1000541	Crawleys Pond	Reservoir	NC	37	Halifax	83	362120N	0774716W	36.355482	-77.7878824			NA	NA	90	295	Aurelian Springs	1/1/2000	6/24/2011
980017	Abee Creek	Stream	NC	37	Burke	23	354046N	0812940W	35.6795762	-81.4945356	353825N	0813043W	35.6404095	-81.5120358	300	984	Longview	6/17/1980	
967570	Titusville Mountain	Summit	NY	36	Franklin	33	444334N	0741415W	44.7261618	-74.2373828			NA	NA	665	2182	Owls Head	1/23/1980	
671692	Indian Creek School	School	MS	28	Tunica	143	344902N	0902019W	34.8173206	-90.3387093			NA	NA	61	200	Robinsonville	9/24/1980	
37507	Sahuarita Elementary School	School	AZ	4	Pima	19	315744N	1105658W	31.9623039	-110.9495347			NA	NA	823	2700	Sahuarita	6/27/1984	
950995	Genesee Valley Canal	Canal	NY	36	Allegany	3	421621N	0781400W	42.2725669	-78.2333467			NA	NA	454	1489	Black Creek	1/23/1980	
174526	No Thoroughfare Canyon	Valley	CO	8	Mesa	77	390343N	1083520W	39.0619261	-108.5889832	385852N	1084149W	38.9810938	-108.6970424	1395	4577	Grand Junction	10/13/1978	
436937	Jamstutz Ditch	Canal	IN	18	Adams	1	403824N	0845618W	40.6400463	-84.9383001			NA	NA	251	823	Berne	2/14/1979	
799087	Gaulke Lake	Lake	MT	30	Sheridan	91	485402N	1040308W	48.9004179	-104.0520872			NA	NA	632	2073	Westby North	3/1/1994	6/23/2011
1124331	Moonshine Spring	Spring	OR	41	Baker	1	443620N	1175000W	44.6054935	-117.833268			NA	NA	1699	5574	Dooley Mountain	11/28/1980	1/2/2013
323183	Smyth Hill	Summit	GA	13	Chattahoochee	53	322128N	0845635W	32.3576467	-84.9429853			NA	NA	125	410	Fort Benning	9/25/1979	
215817	Seton	Populated Place	DE	10	New Castle	3	394611N	0752907W	39.7698357	-75.4851967			NA	NA	7	23	Marcus Hook	11/1/1989	
746095	Prairie Dale School (historical)	School	MO	29	Jasper	97	371402N	0941651W	37.2339453	-94.2807787			NA	NA	302	991	Carthage	8/1/1990	
26262	Big Hocter Tank	Reservoir	AZ	4	Coconino	5	353534N	1120236W	35.5928376	-112.0434704			NA	NA	1874	6148	Hobble Tank	2/8/1980	6/16/2011
456018	Dry Creek	Stream	IA	19	Sioux	167	425930N	0962924W	42.9916551	-96.4900309	431137N	0961049W	43.1935921	-96.1803005	356	1168	Hawarden South	4/30/1979	
63136	First Presbyterian Church	Church	AR	5	Dallas	39	334846N	0922454W	33.8128829	-92.4148747			NA	NA	89	292	Fordyce	5/1/1992	
550450	First Pentecostal Church	Church	LA	22	Orleans	71	295754N	0900507W	29.9649258	-90.08535			NA	NA	0	0	New Orleans East	7/1/1993	
593404	Lynnbrook School (historical)	School	MD	24	Montgomery	31	385930N	0770511W	38.9917767	-77.0863669			NA	NA	97	318	Washington West	9/13/1996	
582436	Town of Dedham	Civil	ME	23	Hancock	9	444136N	0683454W	44.6934191	-68.5817797			NA	NA	187	614	Green Lake	9/1/1995	1/25/2013
972010	Wilmurt	Locale	NY	36	Herkimer	43	432235N	0745446W	43.3764575	-74.9126576			NA	NA	415	1362	Black Creek Lake	3/1/1990	
745298	Bethel School (historical)	School	MO	29	Morgan	141	382939N	0925300W	38.4941899	-92.8832518			NA	NA	298	978	Stover	6/1/1990	
133796	Flomaton High School	School	AL	1	Escambia	53	310021N	0871607W	31.0058977	-87.2687074			NA	NA	24	79	Flomaton	12/1/2003	9/15/2010
66036	Salem Elementary School	School	AR	5	Saline	125	343725N	0923308W	34.6234986	-92.5521326			NA	NA	142	466	Benton	10/1/1992	9/15/2010
602415	Saints Peter and Paul School	School	MA	25	Hampden	13	421108N	0722058W	42.1856489	-72.3495268			NA	NA	107	351	Palmer	8/27/2002	
1022433	Rowan Mills	Populated Place	NC	37	Rowan	159	353854N	0803019W	35.6481952	-80.5053388			NA	NA	227	745	Rowan Mills	6/17/1980	
1051339	Smith Park	Park	OH	39	Clark	23	395613N	0840208W	39.937003	-84.0354917			NA	NA	273	896	New Carlisle	2/1/1991	
378117	Boundary Creek	Stream	ID	16	Shoshone	79	465820N	1150631W	46.9721414	-115.1087458	465840N	1150322W	46.9777778	-115.0561111	1416	4646	Hoodoo Pass	6/21/1979	
885829	Apache Flats	Flat	NM	35	Sandoval	43	360911N	1071510W	36.1530703	-107.2528219			NA	NA	2097	6880	Tancosa Windmill	11/13/1980	
351273	Macedonia Church	Church	GA	13	Wheeler	309	321242N	0824746W	32.211564	-82.7962499			NA	NA	88	289	Alamo	1/1/1995	
143329	First Baptist Church	Church	AL	1	Mobile	97	304400N	0880502W	30.7332445	-88.083889			NA	NA	9	30	Mobile	12/1/2003	
1143656	Hole in the Ground	Basin	OR	41	Douglas	19	430359N	1222601W	43.0665123	-122.4336508			NA	NA	1613	5292	Fish Mountain	11/28/1980	
133763	Carney (historical)	Locale	AL	1	Escambia	53	310526N	0873140W	31.0904562	-87.5277622			NA	NA	92	302	Freemanville	12/1/2003	
795410	Iverson Dam	Dam	MT	30	Toole	101	485612N	1113915W	48.9366746	-111.6541719			NA	NA	1194	3917	Beaupre Coulee	1/1/1994	
766596	Township of Grant	Civil	MO	29	DeKalb	63	395917N	0942307W	39.9880366	-94.3852548			NA	NA	301	988	Wood	8/1/1991	1/26/2013
295193	Choctaw	Populated Place	FL	12	Walton	131	302203N	0860622W	30.3674216	-86.1060514			NA	NA	3	10	Point Washington	10/19/1979	
1092396	East Fork Sand Creek	Stream	OK	40	Lincoln	81	355550N	0965704W	35.9306148	-96.9511396	355322N	0965428W	35.8894444	-96.9077778	259	850	Tryon North	12/18/1979	
860570	Middle Fork Smith Creek	Stream	NV	32	Elko	7	402655N	1153208W	40.4485403	-115.5356101	402542N	1152911W	40.4282624	-115.4864415	2133	6998	Green Mountain	12/12/1980	
272724	Oak Canyon	Valley	CA	6	Los Angeles	37	341346N	1174641W	34.2294494	-117.778114	341236N	1174650W	34.21	-117.7805556	549	1801	Glendora	1/19/1981	
31794	Mica Mountain	Summit	AZ	4	Pima	19	321315N	1103235W	32.2209083	-110.543135			NA	NA	2627	8619	Mica Mountain	2/8/1980	
994667	Sherrill Cove Branch	Stream	NC	37	Swain	173	353105N	0831641W	35.5181551	-83.277928	353033N	0831610W	35.5091667	-83.2694444	647	2123	Smokemont	6/17/1980	
760165	Ulam Post Office (historical)	Post Office	MO	29	Ste. Genevieve	186	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	3/1/1991	
310996	Beaverdam Creek	Stream	GA	13	Taliaferro	265	333147N	0825513W	33.5298547	-82.9201461	333224N	0825941W	33.54	-82.9947222	140	459	Crawfordville	9/25/1979	
707158	Singleton Cemetery	Cemetery	MS	28	Leake	79	325424N	0893249W	32.9067989	-89.5470182			NA	NA	138	453	Singleton	12/1/2003	
608200	Katley Hill	Summit	MA	25	Franklin	11	424107N	0723831W	42.6853617	-72.6420355			NA	NA	305	1001	Colrain	2/24/1974	
571437	Mink Ponds	Lake	ME	23	Somerset	25	450752N	0695342W	45.1311313	-69.8949499			NA	NA	389	1276	Caratunk	9/30/1980	6/21/2011
716167	Conception Junction	Populated Place	MO	29	Nodaway	147	401611N	0944131W	40.2697134	-94.6919101			NA	NA	306	1004	Ravenwood	10/24/1980	3/20/2008
83264	Saint Francis Floodway	Flat	AR	5	St. Francis	123	350827N	0904058W	35.1409231	-90.682887			NA	NA	62	203	Wittsburg	4/30/1980	
885494	Mesteno Draw	Valley	NM	35	Torrance	57	343704N	1061214W	34.6178392	-106.2039061	343603N	1061500W	34.6008333	-106.25	1914	6279	Mountainair	11/13/1980	
722125	McHaffie School	School	MO	29	Christian	43	370320N	0925957W	37.0556077	-92.9990654			NA	NA	430	1411	Bruner	10/24/1980	
662815	Woksapiwi Creek	Stream	MN	27	St. Louis	137	481154N	0921201W	48.1982358	-92.200142	481025N	0921149W	48.1736111	-92.1969444	385	1263	Shell Lake	1/11/1980	
984211	Ditch Creek Point	Cape	NC	37	Pamlico	137	351324N	0763342W	35.2232218	-76.5615939			NA	NA	0	0	Jones Bay	6/17/1980	
970493	Port of Albany	Locale	NY	36	Albany	1	423737N	0734537W	42.627024	-73.7603986			NA	NA	4	13	Albany	1/23/1980	
955767	Lloyds Corners	Locale	NY	36	Oneida	65	425721N	0753111W	42.9559026	-75.5196213			NA	NA	390	1280	Munnsville	1/23/1980	
294744	Delta	Populated Place	FL	12	Palm Beach	99	265130N	0801331W	26.8583932	-80.2253238			NA	NA	6	20	Delta	10/19/1979	
67969	Pleasant Home Church (historical)	Church	AR	5	Yell	149	350238N	0932828W	35.04398	-93.4743552			NA	NA	162	531	Danville	12/1/1992	
1074353	Camp Council Run	Stream	OH	39	Richland	139	Unknown	Unknown	0	0	000000N	0000000E	0	0	NA	NA	Unknown	10/1/1992	
718139	Fox Cemetery	Cemetery	MO	29	Platte	165	391830N	0944600W	39.3083341	-94.7666273			NA	NA	281	922	Platte City	10/24/1980	
323458	Springfield Missionary Baptist Church	Church	GA	13	Early	99	310842N	0845629W	31.1449039	-84.9413152			NA	NA	64	210	Lucile	9/25/1979	8/28/2007
901625	Liberty (historical)	Populated Place	NM	35	San Juan	45	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	12/1/1992	
1091414	Clear Creek	Stream	OK	40	Payne	119	360042N	0971835W	36.0117139	-97.3097609	360647N	0971855W	36.1130556	-97.3152778	265	869	Clear Creek	12/18/1979	
180682	Middle Cottonwood Draw	Valley	CO	8	Morgan	87	402445N	1040128W	40.4124847	-104.0243952	402824N	1040034W	40.4733333	-104.0094444	1370	4495	Sunken Lake	10/13/1978	
65275	Arnett Church (historical)	Church	AR	5	Washington	143	355120N	0940021W	35.8556356	-94.0057547			NA	NA	461	1512	Brentwood	10/1/1992	
961558	Public School 236	School	NY	36	Kings	47	403657N	0735444W	40.6159378	-73.9123591			NA	NA	3	10	Coney Island	1/23/1980	10/17/2005
374217	North Laidlaw Butte	Summit	ID	16	Blaine	13	432104N	1133146W	43.3510156	-113.5294587			NA	NA	1802	5912	North Laidlaw Butte	6/21/1979	
408784	Frye Lake	Reservoir	IL	17	Mercer	131	411749N	0902922W	41.2970522	-90.4893643			NA	NA	218	715	Orion	1/15/1980	6/20/2011
341536	Morf Stanback Estate Lake	Reservoir	GA	13	Bulloch	31	322438N	0815344W	32.4106046	-81.8954381			NA	NA	52	171	Pulaski	9/1/1992	6/20/2011
39424	Dry Mesa Dam	Dam	AZ	4	Gila	7	333046N	1103838W	33.5128316	-110.6439955			NA	NA	1277	4190	Chrome Butte	6/27/1984	
142950	Windwood	Populated Place	AL	1	Montgomery	101	321827N	0862045W	32.3073622	-86.3458028			NA	NA	58	190	Montgomery South	12/1/2003	
331517	Davis	Populated Place	GA	13	Appling	1	315355N	0821523W	31.8985311	-82.2565129			NA	NA	53	174	Baxley NE	9/25/1979	
625564	Emerson Lake	Lake	MI	26	Allegan	5	422649N	0855240W	42.4470521	-85.8777152			NA	NA	227	745	Bloomingdale	4/14/1980	6/22/2011
890416	Jaral Ditch	Canal	NM	35	Valencia	61	343458N	1064621W	34.5828389	-106.7725266			NA	NA	1457	4780	Veguita	11/13/1980	
640558	Brush Creek	Populated Place	MN	27	Faribault	43	433841N	0935054W	43.6446767	-93.848284			NA	NA	346	1135	Brush Creek	1/11/1980	
795191	Hanford Dam	Dam	MT	30	Chouteau	15	474400N	1104151W	47.7333025	-110.6974363			NA	NA	976	3202	Shonkin NW	1/1/1994	
467965	Township of Green	Civil	IA	19	Fremont	71	405125N	0954015W	40.8568607	-95.6708862			NA	NA	343	1125	Tabor SW	9/1/1995	1/26/2013
870135	Stanford Pond	Lake	NH	33	Cheshire	5	425627N	0720639W	42.9409148	-72.110916			NA	NA	396	1299	Dublin	8/27/1980	
268361	Torrey Ridge	Ridge	CA	6	Humboldt	23	403658N	1233517W	40.6159735	-123.5880957			NA	NA	1222	4009	Blake Mountain	1/19/1981	
871550	Bog Brook Trail	Trail	NH	33	Carroll	3	441350N	0711048W	44.2306221	-71.1800732			NA	NA	649	2129	Jackson	8/27/1980	
292458	Trouble Creek	Gut	FL	12	Pasco	101	281340N	0824508W	28.2277886	-82.7523235			NA	NA	0	0	Tarpon Springs	10/19/1979	
972974	Prussian Settlement	Populated Place	NY	36	Oneida	65	432709N	0753027W	43.4525697	-75.5074005			NA	NA	491	1611	Point Rock	1/23/1980	
858692	Altitude Mine	Mine	NV	32	Elko	7	415037N	1152311W	41.8435179	-115.3864568			NA	NA	2995	9826	Jarbidge South	12/12/1980	
52925	Oak Hill Cemetery	Cemetery	AR	5	Searcy	129	354905N	0924350W	35.8181325	-92.7304431			NA	NA	587	1926	Canaan	4/30/1980	
712761	Trapp Post Office (historical)	Post Office	MS	28	Neshoba	99	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	12/1/2003	
613162	Watson Pond	Lake	MA	25	Bristol	5	415703N	0710707W	41.9507942	-71.1186845			NA	NA	19	62	Taunton	2/24/1974	6/21/2011
1127486	Squaw Creek	Stream	OR	41	Harney	25	424227N	1184652W	42.7073859	-118.781028	424114N	1184218W	42.6871091	-118.7049143	1574	5164	Tombstone Canyon	11/28/1980	
684663	Boneyard School (historical)	School	MS	28	Alcorn	3	345412N	0884031W	34.9034234	-88.6753306			NA	NA	169	554	Kossuth North	12/1/2003	
964798	Seeley Cemetery	Cemetery	NY	36	Orange	71	412132N	0743752W	41.3589829	-74.6309951			NA	NA	379	1243	Port Jervis South	1/23/1980	
189920	Chloride Mine	Mine	CO	8	Saguache	109	381550N	1060734W	38.2638886	-106.126131			NA	NA	2876	9436	Bonanza	10/13/1978	
691516	Interchange 9	Crossing	MS	28	Hinds	49	322351N	0901050W	32.3973658	-90.1806434			NA	NA	107	351	Ridgeland	4/1/1991	
904431	Cañada Ancha	Stream	NM	35	Rio Arriba	39	360837N	1055957W	36.143634	-105.9991884	360322N	1055008W	36.056136	-105.8355741	1750	5741	Velarde	11/13/1980	
947531	Cotton Lake	Lake	NY	36	Herkimer	43	432602N	0745707W	43.4339395	-74.9519054			NA	NA	573	1880	Black Creek Lake	1/23/1980	6/24/2011
140981	New Hope Baptist Church	Church	AL	1	Calhoun	15	334821N	0854533W	33.8059347	-85.7591312			NA	NA	213	699	Jacksonville West	12/1/2003	
142704	Montgomery Boys Club	Building	AL	1	Montgomery	101	322224N	0862002W	32.3734716	-86.3338588			NA	NA	54	177	Montgomery South	12/1/2003	
984404	Duke University	School	NC	37	Durham	63	360006N	0785624W	36.0015321	-78.9400087			NA	NA	120	394	Northwest Durham	6/17/1980	1/10/2012
338932	Wilson Lake Dam	Dam	GA	13	Morgan	211	333036N	0832612W	33.5101279	-83.4365559			NA	NA	171	561	Madison	9/1/1992	
212365	Warehouse Point Elementary School	School	CT	9	Hartford	3	415546N	0723650W	41.9295416	-72.6139785			NA	NA	20	66	Broad Brook	8/27/2002	
912325	White Rock Canyon	Valley	NM	35	Grant	17	331106N	1084734W	33.1850655	-108.7928374	331453N	1084439W	33.2481203	-108.7442257	1618	5308	Moon Ranch	11/13/1980	
598453	WHVY-FM (Baltimore)	Tower	MD	24	Baltimore	5	391604N	0763056W	39.2678854	-76.5155184			NA	NA	27	89	Baltimore East	8/1/1994	
571225	Middle Brook	Stream	ME	23	Oxford	17	440335N	0703216W	44.0597936	-70.5378365	440423N	0703257W	44.07313	-70.54909	130	427	Casco	9/30/1980	2/17/2012
516093	Ula	Populated Place	KY	21	Pulaski	199	370554N	0842550W	37.0984144	-84.430494			NA	NA	270	886	Dykes	9/20/1979	
155385	Ebernezer Baptist Church	Church	AL	1	Chambers	17	325231N	0851148W	32.8754056	-85.1966084			NA	NA	198	650	Lanett North	12/1/2003	
393923	Beatty Spring	Spring	ID	16	Twin Falls	83	420415N	1141727W	42.0707472	-114.2908577			NA	NA	2058	6752	Timber Butte	8/1/1990	
1034163	Kassel Cemetery	Cemetery	ND	38	McIntosh	51	460125N	0994015W	46.0235906	-99.6709509			NA	NA	638	2093	May Lake SW	11/1/1992	
637944	Silver Lake	Lake	MI	26	Kent	81	430529N	0852927W	43.0915205	-85.4907856			NA	NA	260	853	Cannonsburg	4/14/1980	6/22/2011
669130	Davis Cemetery	Cemetery	MS	28	Stone	131	304557N	0890924W	30.7657457	-89.1567161			NA	NA	48	157	Wiggins	9/24/1980	
160376	Pilgrim Rest Church	Church	AL	1	Talladega	121	331809N	0860535W	33.3026125	-86.093026			NA	NA	276	906	Porter Gap	9/4/1980	
803332	Montreal Star Mine	Mine	MT	30	Jefferson	43	Unknown	Unknown	0	0			NA	NA	NA	NA	Unknown	1/1/1995	
954523	Kensico Dam Plaza	Park	NY	36	Westchester	119	410422N	0734602W	41.0728745	-73.7673546			NA	NA	69	226	White Plains	1/23/1980	5/4/2009
431879	Burton Cemetery	Cemetery	IN	18	Sullivan	153	390539N	0873245W	39.0942081	-87.5458563			NA	NA	159	522	Merom	2/14/1979	
862288	Sharps Well	Well	NV	32	Elko	7	403738N	1151332W	40.627148	-115.2256031			NA	NA	1831	6007	Ruby City Creek	12/1/1989	
618523	Southeast Bay	Bay	MA	25	Hampden	13	420815N	0730158W	42.1375913	-73.0328821			NA	NA	431	1414	Otis	2/24/1974	
155974	Abbot Springs	Populated Place	AL	1	Shelby	117	332139N	0862854W	33.3609433	-86.4816481			NA	NA	165	541	Harpersville	9/4/1980	
515954	Tin Town Church	Church	KY	21	Powell	197	374646N	0834356W	37.7795278	-83.732137			NA	NA	219	718	Slade	9/20/1979	
40954	Toohey Trick Tank	Reservoir	AZ	4	Yavapai	25	343913N	1124001W	34.6536341	-112.6668427			NA	NA	1563	5128	Mount Josh	11/1/1991	
650468	Saga Hill	Populated Place	MN	27	Hennepin	53	445717N	0933824W	44.9546851	-93.63996			NA	NA	299	981	Mound	1/11/1980	
81533	Adler Hollow Mine	Mine	AR	5	Izard	65	355358N	0914905W	35.899518	-91.8179228			NA	NA	178	584	Mount Pleasant	2/1/1994	
147305	Taylor Chapel Cemetery	Cemetery	AL	1	Madison	89	344640N	0863628W	34.7778682	-86.6077714			NA	NA	220	722	Meridianville	12/1/2003	
345921	Emmaus Cemetery	Cemetery	GA	13	Evans	109	321144N	0815431W	32.1954687	-81.9087268			NA	NA	36	118	Claxton	6/1/1994	
725192	Reed Springs Hollow	Valley	MO	29	Barry	9	364004N	0940245W	36.667847	-94.0457614	364042N	0940036W	36.6783333	-94.01	366	1201	Rocky Comfort	10/24/1980	
280504	Claughton Island	Island	FL	12	Miami-Dade	86	254601N	0801109W	25.7670438	-80.1858808			NA	NA	1	3	Miami	10/19/1979	
207668	Hansens Pond	Lake	CT	9	Tolland	13	414824N	0721106W	41.8066855	-72.1850618			NA	NA	123	404	Spring Hill	9/12/1979	6/17/2011
146537	Poindexter-Vick Cemetery	Cemetery	AL	1	Shelby	117	331721N	0863738W	33.2892793	-86.6272065			NA	NA	152	499	Chelsea	12/1/2003	
929430	New Mexico Boys School Library	Building	NM	35	Colfax	7	362140N	1043543W	36.3611445	-104.5952668			NA	NA	1767	5797	Springer	5/1/1994	
936069	Gonzales Pumping Station	Building	NM	35	Bernalillo	1	350732N	1063734W	35.1256009	-106.6261365			NA	NA	1535	5036	Los Griegos	9/1/1994	
722098	McElwee Cemetery	Cemetery	MO	29	Pike	163	392423N	0910843W	39.4064344	-91.145141			NA	NA	205	673	Vera	10/24/1980	
626896	Gliddenberg School	School	MI	26	Van Buren	159	421439N	0855906W	42.2442052	-85.9850186			NA	NA	229	751	Paw Paw	4/14/1980	
824068	22N03W34CCBB01 Well	Well	MT	30	Teton	99	473654N	1115912W	47.614951	-111.9866678			NA	NA	1216	3989	Fairfield	8/1/1995	
499746	Oakland Lake	Reservoir	KY	21	Taylor	217	372517N	0850719W	37.4212795	-85.1219448			NA	NA	256	840	Bradfordsville NE	9/20/1979	6/21/2011
