"","FEATURE_ID","FEATURE_NAME","FEATURE_CLASS","STATE_ALPHA","COUNTY_NAME","lat","long","ELEV_IN_M","ELEV_IN_FT","classID","ID","percentM","percentF","Group"
"698761",771528,"Fortyfour Creek","Stream","MT","Custer",46.4144481,-105.3191498,738,2421,1,771528,18.3010896152991,18.3001220008133,2
"506776",567367,"Guilford","Populated Place","ME","Piscataquis",45.1689426,-69.3844921,115,377,15,567367,4.4474093840338,4.44625186390132,1
"514514",575113,"Seal Ledge","Bar","ME","Knox",44.088414,-69.0983738,0,0,40,575113,1.89014898821436,1.89101260675071,2
"891389",969133,"West Branch Reservoir","Reservoir","NY","Putnam",41.4203564,-73.7067721,153,502,13,969133,5.29241716700022,5.29347973430934,2
"71034",78470,"Strangers Home United Methodist Church","Church","AR","Lawrence",35.9195178,-91.1290142,78,256,38,78470,3.62463864798755,3.62613528534635,1
"608506",670904,"Hardin Creek","Stream","MS","Calhoun",34.0364982,-89.2286822,78,256,1,670904,3.62463864798755,3.62613528534635,2
"9690",10138,"Red Rock Valley","Basin","AZ","Apache",36.6869445,-109.0573201,1696,5564,12,10138,39.604180564821,39.6028195743527,1
"852899",927392,"00876 Water Well","Well","NM","Luna",31.99454,-107.5352997,1232,4042,14,927392,29.2861907938626,29.2869730242646,2
"775350",848938,"Combs Creek","Stream","NV","White Pine",39.5854907,-115.0311383,1916,6286,1,848938,44.4963308872582,44.4964077538295,2
"885177",962905,"Rose Grove","Populated Place","NY","Suffolk",40.9576002,-72.3923066,6,20,15,962905,2.02357126973538,2.026569066016,2
"691065",763501,"Williams Lake Dam","Dam","MO","Henry",38.5350169,-93.783548,255,837,22,763501,7.56059595285746,7.56405042700285,2
"950128",1029444,"Highland School Number 1","School","ND","Sheridan",47.7033329,-100.4779113,567,1860,7,1029444,14.4985545919502,14.4977633184221,2
"841407",915746,"Hart Coal Mine","Mine","NM","Socorro",33.8820111,-106.7139061,1555,5102,9,915746,36.4687569490772,36.4714653653247,2
"524278",584963,"High Point","Cape","MD","Cecil",39.5398375,-76.0121697,14,46,5,584963,2.20146764509673,2.20279246306086,2
"66766",74118,"White Oak Creek","Stream","AR","Howard",34.265944,-94.166591,159,522,1,74118,5.42583944852124,5.42903619357462,1
"172759",210275,"Rocky Hill","Summit","CT","Windham",41.9331529,-72.0295192,259,850,6,210275,7.64954414053814,7.65216212552528,1
"520857",581498,"Taft Point","Cape","ME","Hancock",44.4675787,-68.1125089,9,30,5,581498,2.09028241049589,2.09434729564864,2
"136774",173330,"Carrigan Averil Ditch","Canal","CO","Rio Blanco",40.2210866,-107.5961754,2286,7500,8,173330,52.7240382477207,52.7246848312322,1
"98284",133302,"Perrys Ford (historical)","Crossing","AL","Russell",32.3620899,-85.1246578,79,259,39,133302,3.64687569490772,3.64646875423614,1
"579486",640831,"Camp Manakiki","Locale","MN","Carver",44.8716292,-93.8105208,305,1001,4,640831,8.67244829886591,8.67561339297817,2
"519595",580217,"Urann Cove","Bay","ME","Hancock",44.5078551,-68.3180724,0,0,31,580217,1.89014898821436,1.89101260675071,2
"781483",855088,"Moapa Valley High School","School","NV","Clark",36.5416415,-114.4483134,388,1273,7,855088,10.5181231932399,10.519181238986,2
"510330",570922,"Maxfield School","School","ME","Penobscot",45.2686652,-68.7630871,94,308,7,570922,3.98043139871025,3.97858207943609,1
"1028963",1125018,"Oregon Belle Creek","Stream","OR","Jackson",42.2973454,-123.0769908,702,2303,1,1125018,17.500555926173,17.5003388911482,2
"48245",55328,"Sulphur Springs Church","Church","AR","Garland",34.4634235,-92.9429522,123,404,38,55328,4.62530575939515,4.62925308390945,1
"989269",1068771,"Ewington Cemetery","Cemetery","OH","Gallia",39.0100759,-82.3512647,204,669,26,1068771,6.42650655992884,6.42537616917446,2
"781196",854798,"Crow Springs (historical)","Locale","NV","Esmeralda",38.24854,-117.592599,1592,5223,4,854798,37.2915276851234,37.2915819438796,2
"926343",1005187,"Forest Grove","Populated Place","NC","Onslow",34.769052,-77.4157963,7,23,15,1005187,2.04580831665555,2.04690253490579,2
"51612",58712,"Summerville","Populated Place","AR","Calhoun",33.5203911,-92.3557045,67,220,15,58712,3.38003113186569,3.38213365866884,1
"471283",531094,"Lisner-Louise-Dickinson Home","Locale","DC","District of Columbia",38.962055,-77.0819223,107,351,4,531094,4.26951300867245,4.27002846685645,1
"736206",809442,"05S05W03CBBB01 Well","Well","MT","Madison",45.429925,-112.21416,1506,4941,14,809442,35.3791416499889,35.3802358682391,2
"884704",962431,"Reynolds Gully","Valley","NY","Livingston",42.6697878,-77.5936046,280,919,2,962431,8.11652212586169,8.11983190999051,2
"611909",674313,"Mount Vernon School","School","MS","Webster",33.5487328,-89.4020163,135,443,7,674313,4.89215032243718,4.89358817947675,2
"336285",381976,"Fourth of July Spring","Spring","ID","Idaho",45.7391666,-116.4635314,1403,4603,11,381976,33.0887258172115,33.0893317066558,1
"789078",862760,"O'Neil (historical)","Populated Place","NV","Elko",41.7849115,-115.0158826,1757,5764,15,862760,40.9606404269513,40.9583841670056,2
"577159",638500,"Spencer Drain","Stream","MI","Macomb",42.549757,-83.0768704,189,620,1,638500,6.09295085612631,6.09326284397452,2
"599260",660684,"Artichoke Lake","Lake","MN","St. Louis",46.9831005,-92.5345999,403,1322,18,660684,10.8516788970425,10.851294564186,2
"126251",162705,"Bald Mountain","Ridge","AL","Cleburne",33.5170541,-85.561623,385,1263,24,162705,10.4514120524794,10.4514030093534,1
"81810",116785,"Cox Creek","Stream","AL","Lauderdale",34.8284206,-87.7016956,140,459,1,116785,5.00333555703803,5.00203334688898,1
"492822",552849,"Union Grove Baptist Church","Church","LA","East Baton Rouge",30.4513017,-91.1476064,16,52,38,552849,2.24594173893707,2.24345940084045,1
"810725",884667,"Blairstown Airport","Airport","NJ","Warren",40.970077,-74.9974684,112,367,53,884667,4.38069824327329,4.37847363426867,2
"91038",126039,"Russell Point","Cliff","AL","Jackson",34.9761931,-85.8208083,504,1654,17,126039,13.0976206359795,13.1015317879897,1
"850654",925122,"Nadatdekwi:wa","Locale","NM","Cibola",0,0,0,0,4,925122,1.89014898821436,1.89101260675071,2
"990182",1069685,"Saint Marks Episcopal Church","Church","OH","Medina",41.0256101,-81.7315187,356,1168,38,1069685,9.80653769179453,9.8075098278433,2
"255172",293570,"Yates Camp","Locale","FL","Taylor",29.8974388,-83.6504259,1,3,4,293570,1.91238603513453,1.9113460756405,1
"163594",200811,"Hermit Number 4 Reservoir","Reservoir","CO","Hinsdale",37.7833659,-107.2632428,3016,9895,13,200811,68.9570824994441,68.95757082825,1
"32903",38499,"Hells Hole Tank","Reservoir","AZ","Yavapai",34.4339166,-111.8840401,1653,5423,13,38499,38.6479875472537,38.6471465365325,1
"646985",718278,"Fulbright Cemetery","Cemetery","MO","Laclede",37.7703169,-92.7007336,336,1102,26,718278,9.36179675339115,9.36017351226786,2
"664907",736556,"Rock Spring","Spring","MO","Crawford",37.8425439,-91.4207022,281,922,11,736556,8.13875917278185,8.1401653788803,2
"884880",962608,"Riverview","Populated Place","NY","Clinton",44.5828235,-73.9065335,358,1175,15,962608,9.85101178563487,9.85495458858615,2
"1039247",1135541,"Millers Gap","Gap","OR","Polk",44.7290069,-123.6942759,366,1201,20,1135541,10.0289081609962,10.031177985631,2
"99621",134836,"Wilburn Creek","Stream","AL","Barbour",32.0215462,-85.2579916,59,194,1,134836,3.20213475650434,3.20591026162397,1
"659935",731434,"Port Royal Landing (historical)","Locale","MO","Franklin",0,0,0,0,4,731434,1.89014898821436,1.89101260675071,2
"580063",641409,"Colombo Lake","Lake","MN","Beltrami",47.8612694,-94.9692288,370,1214,18,641409,10.1178563486769,10.1192896841535,2
"170865",208372,"Lamentation Mountain State Park","Park","CT","Hartford",41.5789874,-72.7625973,91,299,3,208372,3.91372025794974,3.91758167276671,1
"651732",723108,"Nagogami Lodge","Locale","MO","Maries",38.0572634,-91.8912743,213,699,4,723108,6.62663998221036,6.62871085807239,2
"7292",7727,"Marshall Ranch","Locale","AZ","Mohave",36.4363702,-113.2077157,1853,6079,4,7727,43.0953969312875,43.0933984004338,1
"738017",811256,"01S52E32DDAA01 Well","Well","MT","Powder River",45.701942,-105.3247069,959,3146,14,811256,23.2154769846564,23.2140436491799,2
"10931",11381,"Sixmile Hill","Summit","AZ","Cochise",31.8931423,-109.8336793,1469,4819,6,11381,34.5563709139426,34.5533414667209,1
"118475",154754,"Selmont Community Church","Church","AL","Dallas",32.3718042,-87.0161002,37,121,38,154754,2.71291972426062,2.71112918530568,1
"903743",982334,"Butler Cemetery","Cemetery","NC","Sampson",35.0040569,-78.6022344,41,135,26,982334,2.80186791194129,2.80601870679138,2
"680157",752195,"Slash Bay Hollow","Valley","MO","Oregon",36.7147794,-91.2051323,138,453,2,752195,4.95886146319769,4.96136640910939,2
"649402",720729,"Ladd Chapel","Church","MO","Bollinger",37.1536633,-90.0075986,126,413,38,720729,4.69201690015566,4.69025349057883,2
"608015",670412,"Gin Slough","Gut","MS","Washington",33.1062337,-90.9778815,30,98,52,670412,2.55726039581944,2.5552392571506,2
"121616",157909,"Canaan Church","Church","AL","Russell",32.4073647,-85.271608,117,384,38,157909,4.49188347787414,4.49369662464416,1
"1019191",1101616,"Red Oak-Norris Gas Field","Oilfield","OK","Le Flore",35.0162093,-94.9621794,162,531,59,1101616,5.49255058928174,5.490036600244,2
"927925",1006781,"Fairmont Middle School","School","NC","Robeson",34.4979422,-79.1178133,39,128,7,1006781,2.75739381810096,2.75857394604853,2
"266512",305011,"Still Lake","Lake","FL","Seminole",28.7290851,-81.0956411,10,33,18,305011,2.11251945741606,2.11468076453843,1
"963136",1042539,"Lick Run","Stream","OH","Morgan",39.5272943,-81.8309693,240,787,1,1042539,7.22704024905492,7.22515927883964,2
"14851",15344,"Eastmoor Park","Park","AZ","Pima",32.2031322,-110.9323126,756,2480,3,15344,18.7013564598621,18.7000135556459,1
"863487",938505,"Rio Lucio Post Office (historical)","Post Office","NM","Rio Arriba",36.1955802,-105.725571,2210,7251,57,938505,51.0340226817879,51.0370069133794,2
"652741",724133,"Pea Ridge School","School","MO","Washington",38.1836602,-91.0384727,286,938,7,724133,8.2499444073827,8.24861054629253,2
"732429",805578,"Bullhead Creek","Stream","MT","Yellowstone",46.2299675,-108.2276198,1095,3592,1,805578,26.2397153657994,26.2369526907957,2
"630060",692557,"Bethel Church","Church","MS","Lincoln",31.6771112,-90.6528761,140,459,38,692557,5.00333555703803,5.00203334688898,2
"218020",255986,"Coggenshall Landing","Locale","CA","Sacramento",38.2907465,-121.5621765,4,13,4,255986,1.97909717589504,1.97912430527315,1
"321958",361918,"Lualualei Hawaiian Home Land","Civil","HI","Honolulu",21.4590027,-158.1542135,91,299,42,361918,3.91372025794974,3.91758167276671,1
"161915",198698,"Franktown Parker FPE-9 Dam","Dam","CO","Elbert",39.2049904,-104.6588621,2136,7008,22,198698,49.3884812096953,49.3899959333062,1
"383222",431714,"Buck Creek","Stream","IN","Morgan",39.446437,-86.2983246,201,659,1,431714,6.35979541916833,6.35759793954182,1
"72424",79876,"Lee Britten Lake","Reservoir","AR","Independence",35.8324295,-91.5344332,142,466,13,79876,5.04780965087836,5.04947810763183,1
"897161",975482,"School Number 6 (historical)","School","NY","Yates",42.7009018,-77.1002491,348,1142,7,975482,9.62864131643318,9.63128643079843,2
"971168",1050590,"Marietta High School","School","OH","Washington",39.4395185,-81.4526215,210,689,7,1050590,6.55992884144985,6.56093262843974,2
"997690",1077239,"Yarico","Populated Place","OH","Lawrence",38.6617473,-82.4082096,279,915,15,1077239,8.09428507894152,8.09272061813745,2
"972599",1052024,"Mud Hill School (historical)","School","OH","Knox",40.3570068,-82.530442,339,1112,7,1052024,9.42850789415166,9.4279517419005,2
"965178",1044585,"Pleasant Valley","Valley","OH","Gallia",38.8939664,-82.3854322,182,597,2,1044585,5.93729152768512,5.93737291581944,2
"884359",962085,"Queens Midtown Tunnel","Tunnel","NY","New York",40.7456574,-73.9648607,0,0,44,962085,1.89014898821436,1.89101260675071,2
"890476",968216,"Union Settlement","Populated Place","NY","Oswego",43.320347,-76.043254,148,486,15,968216,5.18123193239938,5.18503456689711,2
"103266",138487,"Hobbs Landing (historical)","Locale","AL","Wilcox",31.9479272,-87.398049,13,43,4,138487,2.17923059817656,2.18245899417107,1
"533238",594046,"Silvergate East","Populated Place","MD","Baltimore",39.3862184,-76.4816298,37,121,15,594046,2.71291972426062,2.71112918530568,2
"308534",348318,"First Southern Church","Church","GA","Washington",32.9737648,-82.8879189,137,449,38,348318,4.93662441627752,4.93425511725634,1
"281073",319973,"Old Fair Haven Cemetery","Cemetery","GA","Dodge",32.0201777,-83.2176541,65,213,26,319973,3.33555703802535,3.33468889792599,1
"327493",373113,"Holly Wells","Well","ID","Jefferson",43.9026862,-112.2985921,1462,4797,14,373113,34.4007115855014,34.4042293615291,1
"995990",1075537,"Cawthorn","Populated Place","OH","Hocking",39.4770143,-82.2018147,210,689,15,1075537,6.55992884144985,6.56093262843974,2
"128950",165457,"Johnson Junior High School","School","AL","Limestone",34.8681432,-86.839169,248,814,7,165457,7.40493662441628,7.40816049884777,1
"345605",392237,"Tony Creek","Stream","ID","Idaho",46.1213067,-114.9298334,673,2208,1,392237,16.8556815654881,16.8564457096381,1
"652451",723838,"Opossum Hollow","Valley","MO","Jasper",37.1097821,-94.5330041,274,899,2,723838,7.98309984434067,7.98427545072523,2
"207610",245435,"Manhattan Place School","School","CA","Los Angeles",33.9486255,-118.310352,69,226,7,245435,3.42450522570603,3.42280059644842,1
"650331",721682,"Luteston School","School","MO","Nodaway",40.5311001,-94.6505209,358,1175,7,721682,9.85101178563487,9.85495458858615,2
"263220",301690,"Center Ridge","Populated Place","FL","Walton",30.8026868,-86.0946622,71,233,15,301690,3.46897931954636,3.47024535719127,1
"184412",222103,"Dead Lake","Swamp","CA","Del Norte",41.7841414,-124.2270845,11,36,32,222103,2.13475650433622,2.13501423342822,1
"725764",798835,"North Fork McDonald Creek","Stream","MT","Fergus",47.0483071,-108.807368,1043,3422,1,798835,25.0833889259506,25.0847227870408,2
"156139",192755,"Spanish Gulch","Valley","CO","Costilla",37.575007,-105.2850053,2598,8524,2,192755,59.6619968868134,59.6651755456147,1
"233149",271189,"Fourfork Creek","Stream","CA","Ventura",34.4605499,-118.9109316,306,1004,1,271189,8.69468534578608,8.69594686186797,1
"345965",392597,"Uleda Point","Cliff","ID","Bonner",48.3785318,-116.693808,1500,4921,17,392597,35.2457193684679,35.2446794089738,1
"896529",974850,"Sadaquada Golf Club","Locale","NY","Oneida",43.103403,-75.3123898,169,554,4,974850,5.64820991772293,5.64592652839908,2
"601147",662572,"Stuart River","Stream","MN","St. Louis",48.1779553,-92.0004139,406,1332,1,662572,10.918390037803,10.9190727938186,2
"16741",22212,"Salcita Spring","Spring","AZ","Cochise",32.4141888,-110.3199815,1230,4035,11,22212,29.2417167000222,29.2395282635218,1
"25785",31338,"Lower Bull Canyon Tank","Reservoir","AZ","Gila",34.232414,-111.0824102,1447,4747,13,31338,34.0671558816989,34.0653382133659,1
"940948",1019932,"Deaver View","Populated Place","NC","Buncombe",35.5812214,-82.623739,695,2280,15,1019932,17.3448965977318,17.3444489629931,2
"189663",227368,"Little Sister Mine","Mine","CA","Inyo",37.3471528,-118.5309487,1662,5453,9,227368,38.8481209695352,38.8504812254304,1
"48559",55644,"Trent Creek","Stream","AR","Sevier",33.8156735,-93.9813006,79,259,1,55644,3.64687569490772,3.64646875423614,1
"194229",231972,"Round Top","Summit","CA","Contra Costa",37.8499262,-122.1921892,531,1742,6,231972,13.6980209028241,13.6979802087569,1
"439107",488036,"Browns Fork","Stream","KY","Magoffin",37.8653682,-83.0240574,242,794,1,488036,7.27151434289526,7.27260403958249,1
"63251",70581,"Bearden Branch","Stream","AR","Perry",34.7903701,-93.1132363,260,853,1,70581,7.67178118745831,7.67249559441507,1
"142814",179389,"Sourdough Lakes","Lake","CO","Eagle",39.4827619,-106.9055979,2890,9482,18,179389,66.1552145875028,66.1583299444219,1
"477249",537113,"Mill Creek","Stream","LA","Sabine",31.4104564,-93.4112832,65,213,1,537113,3.33555703802535,3.33468889792599,1
"706064",778855,"Abbott Gulch","Valley","MT","Meagher",46.6996767,-110.862714,1672,5485,2,778855,39.0704914387369,39.0673715602548,2
"588090",649460,"Pine Haven Church","Church","MN","Hubbard",46.8577366,-95.0172427,426,1398,38,649460,11.3631309762064,11.3664091093941,2
"118816",155098,"High Ridge","Populated Place","AL","Bullock",32.0626506,-85.8949525,195,640,15,155098,6.22637313764732,6.2288193032398,1
"407269",455899,"Divine Word College","School","IA","Dubuque",42.4416615,-90.9349897,315,1033,7,455899,8.8948187680676,8.89250372780263,1
"868136",945833,"Carl Mountain","Summit","NY","Essex",44.4050486,-73.5323567,682,2238,6,945833,17.0558149877696,17.059780398536,2
"115606",151873,"Jacks Branch","Stream","AL","Russell",32.3982,-85.1027129,78,256,1,151873,3.62463864798755,3.62613528534635,1
"145928",182508,"Truesdell Creek","Stream","CO","Park",39.6110994,-105.5330546,2716,8911,1,182508,62.2859684233934,62.288193032398,1
"386516",435017,"George Bowser Ditch","Canal","IN","Marshall",41.4117131,-86.1636135,244,801,8,435017,7.3159884367356,7.32004880032533,1
"337185",382878,"Hanson Creek","Stream","ID","Valley",44.8693494,-115.5078907,1541,5056,1,382878,36.1574382921948,36.1596855090145,1
"523935",584616,"Glen Cove","Bay","MD","Harford",39.6712179,-76.2016209,33,108,31,584616,2.62397153657994,2.62301748678325,2
"238349",276592,"Pacoima Target Shooting Area","Locale","CA","Los Angeles",34.3586096,-118.3556355,825,2707,4,276592,20.2357126973538,20.2385793683069,1
"135304",171856,"South Fork Texas Creek","Stream","CO","Rio Blanco",39.7983069,-108.936217,1855,6086,1,171856,43.1398710251279,43.1408431611766,1
"206003",243826,"Indian Potrero","Flat","CA","Riverside",33.6961346,-116.5250154,583,1913,16,243826,14.8543473426729,14.8569879354751,1
"413952",462615,"Wall Lake Cemetery","Cemetery","IA","Sac",42.2758173,-95.0808245,392,1286,26,462615,10.6070713809206,10.6072929375085,1
"490616",550629,"House of Prayer Apostolic Faith Church","Church","LA","Orleans",29.9418709,-90.0784054,1,3,38,550629,1.91238603513453,1.9113460756405,1
"709698",782503,"Double Mountain","Summit","MT","Flathead",48.4002429,-113.6531624,1837,6027,6,782503,42.7396041805648,42.740951606344,2
"221369",259347,"Diamond Mountain","Summit","CA","Lassen",40.3126723,-120.6930061,2334,7657,6,259347,53.7914164998888,53.7888030364647,1
"580690",642036,"County Ditch Number Thirtynine","Canal","MN","Nicollet",44.2535776,-94.194407,297,974,8,642036,8.49455192350456,8.49261217297004,2
"838478",912776,"Wet Burnt Tank","Reservoir","NM","Otero",32.97441,-105.5153497,2279,7477,13,912776,52.5683789192795,52.5687949030771,2
"337282",382975,"Hawley Gulch","Valley","ID","Madison",43.629359,-111.590513,1752,5748,2,382975,40.8494551923505,40.8499389995933,1
"178273",215911,"Kiamensi Gardens","Populated Place","DE","New Castle",39.7237236,-75.6371504,16,52,15,215911,2.24594173893707,2.24345940084045,1
"265560",304035,"Parobe P Turvin Grant","Civil","FL","Escambia",0,0,0,0,42,304035,1.89014898821436,1.89101260675071,1
"79510",114472,"Blairs","Populated Place","AL","Covington",31.2640579,-86.223283,95,312,15,114472,4.00266844563042,4.00569337128914,1
"423911",472799,"White Cloud","Populated Place","KS","Doniphan",39.9763876,-95.2969223,266,873,15,472799,7.80520346897932,7.80805205368036,1
"205297",243120,"Halfway Hill","Summit","CA","San Bernardino",34.873606,-115.3291508,817,2680,6,243120,20.0578163219924,20.0555781482988,1
"350670",397363,"Adams Peak","Summit","ID","Shoshone",47.2493684,-115.5134838,1762,5781,6,397363,41.0718256615521,41.073607157381,1
"365560",413760,"Moody Bayou","Stream","IL","Grundy",41.3258659,-88.5475702,148,486,1,413760,5.18123193239938,5.18503456689711,1
"463928",513013,"Jimmie Branch","Stream","KY","Fleming",38.3673009,-83.4893542,237,778,1,513013,7.16032910829442,7.16415887217026,1
"268325",306838,"Camp Katori","Locale","FL","Putnam",29.5163593,-81.9667562,28,92,4,306838,2.5127863019791,2.51457231937102,1
"156449",193068,"Deadman Canyon","Valley","CO","Las Animas",37.1519636,-105.0466691,2456,8058,2,193068,56.5043362241494,56.5067100447336,1
"451181",500166,"Papaw Branch","Stream","KY","Pike",37.5850988,-82.5887646,272,892,1,500166,7.93862575050033,7.93683068998238,1
"739888",813127,"02N02E29DD__01 Well","Well","MT","Gallatin",45.8907615,-111.4794113,1244,4081,14,813127,29.5530353569046,29.5513081198319,2
"449658",498637,"Morse Cemetery","Cemetery","KY","Caldwell",37.2369928,-87.8683466,156,512,26,498637,5.35912830776073,5.36125796394198,1
"494320",554450,"Fool River","Stream","LA","Madison",32.2037615,-91.4692851,16,52,1,554450,2.24594173893707,2.24345940084045,1
"1040087",1136441,"Kinzua Mountain","Summit","OR","Wheeler",44.9867991,-120.1119666,1278,4193,6,1136441,30.3090949521904,30.3104242917175,2
"957108",1036478,"Township of Albion","Civil","ND","Stutsman",47.0599912,-98.5837087,457,1499,42,1036478,12.0524794307316,12.0509692286837,2
"841029",915368,"Grace Baptist Chapel","Church","NM","Bernalillo",35.1306009,-106.5872469,1584,5197,38,915368,37.1136313097621,37.1153585468348,2
"1043117",1139498,"Sallee Creek","Stream","OR","Lane",43.7304009,-122.863679,266,873,1,1139498,7.80520346897932,7.80805205368036,2
"596744",658138,"Saint Theodores Cemetery","Cemetery","MN","Hubbard",47.2155112,-94.7644465,425,1394,26,658138,11.3408939292862,11.339297817541,2
"362219",410413,"Oliver W Holmes Elementary School","School","IL","Cook",41.8953093,-87.7975588,192,630,7,410413,6.15966199688681,6.16104107360716,1
"382245",430735,"Beecher Ditch","Canal","IN","Cass",40.8867081,-86.19083,241,791,8,430735,7.24927729597509,7.25227057069269,1
"504276",564865,"Dead Brook","Stream","ME","Penobscot",46.3761552,-68.5172639,228,748,1,564865,6.9601956860129,6.96082418327233,1
"284257",323173,"Smyrna Church","Church","GA","Brantley",31.238835,-81.8890018,22,72,38,323173,2.37936402045808,2.37901586010573,1
"618853",681282,"Lake LaRue Dam","Dam","MS","Hinds",32.3868106,-90.1650874,95,312,22,681282,4.00266844563042,4.00569337128914,2
"306554",346331,"Richard Holmes Powell Library","Building","GA","Lowndes",30.8474237,-83.2890412,57,187,28,346331,3.157660662664,3.15846550088112,1
"862589",937602,"Lookout Post Office (historical)","Post Office","NM","Eddy",0,0,0,0,57,937602,1.89014898821436,1.89101260675071,2
"421158",470034,"Grouse Creek Oil Field","Oilfield","KS","Cowley",37.4383564,-96.6711345,448,1470,59,470034,11.8523460084501,11.8544123627491,1
"218516",256484,"Ballard Ravine","Valley","CA","El Dorado",38.9060138,-120.6254823,1232,4042,2,256484,29.2861907938626,29.2869730242646,1
"309862",349647,"Mount Avery Baptist Church (historical)","Church","GA","Carroll",33.5320564,-84.8966059,281,922,38,349647,8.13875917278185,8.1401653788803,1
"391780",440297,"North Side Elementary School","School","IN","Noble",41.4497718,-85.2627531,299,981,7,440297,8.5390260173449,8.54005693371289,1
"627298",689767,"Progress School (historical)","School","MS","Jefferson Davis",31.5346143,-89.9373031,129,423,7,689767,4.75872804091617,4.75803172021147,2
"792909",866643,"Dublin Pond","Lake","NH","Cheshire",42.9059082,-72.0815545,451,1480,18,866643,11.9190571492106,11.9221905923817,2
"815813",889863,"Head Windmill","Locale","NM","Cibola",34.7014375,-107.9872808,2158,7080,4,889863,49.8776962419391,49.8779991866612,2
"449050",498026,"Meek Cemetery","Cemetery","KY","Caldwell",37.1489386,-87.9064045,181,594,26,498026,5.91505448076495,5.91703944692965,1
"595889",657282,"Magic Lake","Lake","MN","Cook",47.8884018,-90.9548841,547,1795,18,657282,14.0538136535468,14.0572048258099,2
"163555",200766,"Lutz Dam","Dam","CO","Adams",39.9466511,-104.7971943,1540,5052,22,200766,36.1352012452746,36.1325742171614,1
"291960",331102,"Bartlett","Populated Place","GA","Macon",32.3357114,-84.1151876,105,344,15,331102,4.22503891483211,4.2225837061136,1
"787194",860860,"Ox Spring","Spring","NV","Nye",38.2664834,-115.6159917,1742,5715,11,860860,40.6270847231488,40.6262708418056,2
"45513",52576,"Nash Cemetery","Cemetery","AR","Pike",33.9970527,-93.576014,113,371,26,52576,4.40293529019346,4.40558492612173,1
"789966",863657,"Red Cloud Cove","Bay","NV","Clark",35.6458222,-114.6885855,197,646,31,863657,6.27084723148766,6.26948624101938,2
"423597",472485,"Spillman Creek","Stream","KS","Lincoln",39.0288958,-98.2072765,418,1371,1,472485,11.185234600845,11.1834078893859,1
"970762",1050184,"Wigton School (historical)","School","OH","Perry",39.7981238,-82.0862529,249,817,7,1050184,7.42717367133645,7.42849396773756,2
"892897",971158,"Whites Corners","Locale","NY","Erie",42.5106169,-78.8441981,364,1194,4,971158,9.98443406715588,9.98373322488817,2
"460186",509238,"Trout","Populated Place","KY","Trimble",38.6386726,-85.4088471,146,479,15,509238,5.13675783855904,5.13758980615426,1
"96088",131104,"Jones Dam","Dam","AL","Chambers",32.9317927,-85.2232762,192,630,22,131104,6.15966199688681,6.16104107360716,1
"149092",185690,"Paradox Valley","Basin","CO","Montrose",38.3249896,-108.8645466,1507,4944,12,185690,35.4013786969091,35.4005693371289,1
"52655",59763,"New London Baptist Church","Church","AR","Union",33.1876258,-92.3370863,64,210,38,59763,3.31331999110518,3.31435542903619,1
"818181",892241,"Morris Windmills","Locale","NM","Guadalupe",35.1303336,-104.1549746,1361,4465,4,892241,32.1547698465644,32.1539921377254,2
"878859",956574,"Marshfield","Populated Place","NY","Erie",42.5428388,-78.8416983,391,1283,15,956574,10.5848343340004,10.5869594686187,2
"713233",786054,"Leon Lake","Lake","MT","Lincoln",48.0803571,-115.179842,1029,3376,18,786054,24.7720702690683,24.7729429307307,2
"897517",975841,"Third Brother Island Shoal","Bar","NY","St. Lawrence",44.412832,-75.8363476,74,243,40,975841,3.53569046030687,3.53802358682391,2
"226949",264944,"Poore Mine","Mine","CA","Nevada",39.2318406,-120.9127209,846,2776,9,264944,20.7026906826773,20.7062491527721,1
"655267",726691,"Soper Cemetery","Cemetery","MO","Clay",39.3713907,-94.4013382,285,935,26,726691,8.22770736046253,8.22827707740274,2
"579932",641278,"Clear Lake","Lake","MN","Le Sueur",44.4378074,-93.6975039,308,1010,18,641278,8.73915943962642,8.73661379964755,2
"359016",407205,"Dickson Mounds State Park","Park","IL","Fulton",40.35032,-90.1156744,166,545,3,407205,5.58149877696242,5.5849261217297,1
"685625",757929,"Dents Settlement (historical)","Populated Place","MO","St. Francois",0,0,0,0,15,757929,1.89014898821436,1.89101260675071,2
"889086",966821,"Sunrise Drive Elementary School","School","NY","Suffolk",40.75917,-73.07361,11,36,7,966821,2.13475650433622,2.13501423342822,2
"352037",398740,"C Ben Ross Dam","Dam","ID","Adams",44.5223198,-116.4478887,964,3163,22,398740,23.3266622192573,23.3292666395554,1
"935371",1014283,"Peace Branch","Stream","NC","Madison",35.7828812,-82.815973,772,2533,1,1014283,19.0571492105848,19.0592381726989,2
"1013748",1096117,"Oak Lodge Church","Church","OK","Le Flore",35.2598177,-94.5738314,171,561,38,1096117,5.69268401156326,5.69337128914193,2
"730036",803148,"Big Expectation Mine","Mine","MT","Granite",46.3293703,-113.2450609,2027,6650,9,803148,46.9646430953969,46.9635353124576,2
"742225",815465,"07N02E31AA__01 Well","Well","MT","Broadwater",46.3252089,-111.5171911,1172,3845,14,815465,27.9519679786524,27.9517419005016,2
"327818",373444,"Lake Creek","Stream","ID","Cassia",42.1493575,-113.8002901,1679,5508,1,373444,39.2261507671781,39.2232614884099,1
